step,jfi,algorithm
5,0.9615384615384616,Optimal_QLRU
10,0.8620689655172413,Optimal_QLRU
15,0.8211678832116789,Optimal_QLRU
20,0.8620689655172413,Optimal_QLRU
25,0.8852691218130312,Optimal_QLRU
30,0.8620689655172413,Optimal_QLRU
35,0.8091149273447821,Optimal_QLRU
40,0.8620689655172413,Optimal_QLRU
45,0.8487007544006706,Optimal_QLRU
50,0.8620689655172413,Optimal_QLRU
55,0.8511536297129995,Optimal_QLRU
60,0.9174311926605505,Optimal_QLRU
65,0.949438202247191,Optimal_QLRU
70,0.9714512291831879,Optimal_QLRU
75,0.9511329049712547,Optimal_QLRU
80,0.9702850212249848,Optimal_QLRU
85,0.9615384615384616,Optimal_QLRU
90,0.976374156219865,Optimal_QLRU
95,0.9615384615384616,Optimal_QLRU
100,0.9615384615384616,Optimal_QLRU
105,0.9615384615384616,Optimal_QLRU
110,0.9739214423696072,Optimal_QLRU
115,0.9701403404001194,Optimal_QLRU
120,0.9751411651287701,Optimal_QLRU
125,0.9793630573248407,Optimal_QLRU
130,0.9829297105729474,Optimal_QLRU
135,0.989202291758484,Optimal_QLRU
140,0.983271375464684,Optimal_QLRU
145,0.982652570879385,Optimal_QLRU
150,0.9850277264325323,Optimal_QLRU
155,0.9874837592031183,Optimal_QLRU
160,0.9838292367399741,Optimal_QLRU
165,0.98,Optimal_QLRU
170,0.9795250959761126,Optimal_QLRU
175,0.9735884651664196,Optimal_QLRU
180,0.9767493780697838,Optimal_QLRU
185,0.9795622203410328,Optimal_QLRU
190,0.9820659971305595,Optimal_QLRU
195,0.981618446813139,Optimal_QLRU
200,0.9783615499408224,Optimal_QLRU
205,0.9792047871025172,Optimal_QLRU
210,0.9815094339622642,Optimal_QLRU
215,0.9835847782031074,Optimal_QLRU
220,0.9875787112912965,Optimal_QLRU
225,0.9871362120775532,Optimal_QLRU
230,0.983369586711489,Optimal_QLRU
235,0.9851425106124925,Optimal_QLRU
240,0.9867497909774983,Optimal_QLRU
245,0.9863481228668942,Optimal_QLRU
250,0.9878048780487805,Optimal_QLRU
255,0.98721044045677,Optimal_QLRU
260,0.9868268537953072,Optimal_QLRU
265,0.9904798172124905,Optimal_QLRU
270,0.990768912651759,Optimal_QLRU
275,0.9895705170391141,Optimal_QLRU
280,0.989202291758484,Optimal_QLRU
285,0.9888417142098979,Optimal_QLRU
290,0.9926021063447213,Optimal_QLRU
295,0.992808988764045,Optimal_QLRU
300,0.9941176470588236,Optimal_QLRU
305,0.9948192006766758,Optimal_QLRU
310,0.9949580408387259,Optimal_QLRU
315,0.995978253603975,Optimal_QLRU
320,0.9972375690607734,Optimal_QLRU
325,0.9969823535553931,Optimal_QLRU
330,0.9973770491803279,Optimal_QLRU
335,0.9983210475074012,Optimal_QLRU
340,0.9975370406003463,Optimal_QLRU
345,0.9973045570706411,Optimal_QLRU
350,0.9986952739924616,Optimal_QLRU
355,0.9980227428511169,Optimal_QLRU
360,0.998755875034559,Optimal_QLRU
365,0.9987846049966239,Optimal_QLRU
370,0.9986144133803394,Optimal_QLRU
375,0.9992026535689226,Optimal_QLRU
380,0.999806060229935,Optimal_QLRU
385,0.9998792562183048,Optimal_QLRU
390,0.9999701403404001,Optimal_QLRU
395,0.9997371034643922,Optimal_QLRU
400,0.9996516769267952,Optimal_QLRU
405,0.9998259852713933,Optimal_QLRU
410,0.9997559189650964,Optimal_QLRU
415,0.9995750557739297,Optimal_QLRU
420,0.9994758299359348,Optimal_QLRU
425,0.9997727846503408,Optimal_QLRU
430,0.9999445874225763,Optimal_QLRU
435,0.9999939631753697,Optimal_QLRU
440,0.999976435657563,Optimal_QLRU
445,0.999994249238024,Optimal_QLRU
450,1.0,Optimal_QLRU
455,0.9999945154390391,Optimal_QLRU
460,0.9999142734676383,Optimal_QLRU
465,0.9998691058357854,Optimal_QLRU
470,0.9998157625383828,Optimal_QLRU
475,0.9997548259264077,Optimal_QLRU
480,0.9994054696789536,Optimal_QLRU
485,0.9993079584775086,Optimal_QLRU
490,0.9996190064063367,Optimal_QLRU
495,0.9997053678298499,Optimal_QLRU
500,0.9994548616429839,Optimal_QLRU
505,0.9993648553281581,Optimal_QLRU
510,0.9992700729927008,Optimal_QLRU
515,0.999170868726522,Optimal_QLRU
520,0.999067573951746,Optimal_QLRU
525,0.999203938069631,Optimal_QLRU
530,0.9988407076096113,Optimal_QLRU
535,0.9984277718382492,Optimal_QLRU
540,0.9983007220967779,Optimal_QLRU
545,0.9986301369863013,Optimal_QLRU
550,0.9985114839016984,Optimal_QLRU
555,0.9986819526087115,Optimal_QLRU
560,0.9988391590352121,Optimal_QLRU
565,0.9989837469846472,Optimal_QLRU
570,0.9993232978870322,Optimal_QLRU
575,0.9994271535974076,Optimal_QLRU
580,0.9995207157311747,Optimal_QLRU
585,0.9997351989277191,Optimal_QLRU
590,0.9999194260556798,Optimal_QLRU
595,0.9999493446463623,Optimal_QLRU
600,0.9999875140466975,Optimal_QLRU
605,0.9999233284059056,Optimal_QLRU
610,1.0,Optimal_QLRU
615,0.9999970375812444,Optimal_QLRU
620,0.9999970779543342,Optimal_QLRU
625,0.9999885091811642,Optimal_QLRU
630,0.999974578712779,Optimal_QLRU
635,0.9999555575307764,Optimal_QLRU
640,0.9999317033192187,Optimal_QLRU
645,0.999957002655086,Optimal_QLRU
650,0.9999575610325401,Optimal_QLRU
655,0.9999895268218093,Optimal_QLRU
660,0.9999974235436581,Optimal_QLRU
665,0.9999594320486815,Optimal_QLRU
670,0.9999975043050737,Optimal_QLRU
675,0.9999901731491126,Optimal_QLRU
680,0.9999395367060565,Optimal_QLRU
685,0.9998829593606237,Optimal_QLRU
690,0.9999623635679338,Optimal_QLRU
695,0.9999791501605437,Optimal_QLRU
700,0.9999908727478505,Optimal_QLRU
705,0.9999797706440577,Optimal_QLRU
710,0.9999444772645503,Optimal_QLRU
715,0.9999649884461872,Optimal_QLRU
720,0.9999221513895977,Optimal_QLRU
725,0.9998274047210136,Optimal_QLRU
730,0.999790004199916,Optimal_QLRU
735,0.9997495581045895,Optimal_QLRU
740,0.9998342480386018,Optimal_QLRU
745,0.9998708844415752,Optimal_QLRU
750,0.9998723390674369,Optimal_QLRU
755,0.9999036226097424,Optimal_QLRU
760,0.9998424645545247,Optimal_QLRU
765,0.9998442074003409,Optimal_QLRU
770,0.9998103100292881,Optimal_QLRU
775,0.9996838343965727,Optimal_QLRU
780,0.9997342388897091,Optimal_QLRU
785,0.9996923076923077,Optimal_QLRU
790,0.999695601897715,Optimal_QLRU
795,0.9996988434877132,Optimal_QLRU
800,0.9996033383048266,Optimal_QLRU
805,0.9995546431926516,Optimal_QLRU
810,0.9994423100755979,Optimal_QLRU
815,0.9993867323536907,Optimal_QLRU
820,0.9991885566367349,Optimal_QLRU
825,0.9991968937709488,Optimal_QLRU
830,0.9992775253029971,Optimal_QLRU
835,0.9994145180072204,Optimal_QLRU
840,0.9994811218018526,Optimal_QLRU
845,0.9995429485983229,Optimal_QLRU
850,0.9996938437603484,Optimal_QLRU
855,0.9996041269762723,Optimal_QLRU
860,0.999558623638835,Optimal_QLRU
865,0.9996137901069923,Optimal_QLRU
870,0.9996646725863133,Optimal_QLRU
875,0.999711413309147,Optimal_QLRU
880,0.9997141940564029,Optimal_QLRU
885,0.9995836802664446,Optimal_QLRU
890,0.9996355871886121,Optimal_QLRU
895,0.9994922715573621,Optimal_QLRU
900,0.9995496422157603,Optimal_QLRU
905,0.9995041004436996,Optimal_QLRU
910,0.9996523722875533,Optimal_QLRU
915,0.999773135482416,Optimal_QLRU
920,0.9996603332979513,Optimal_QLRU
925,0.9997048615210257,Optimal_QLRU
930,0.9997458110701872,Optimal_QLRU
935,0.9997832938817067,Optimal_QLRU
940,0.9997515023962269,Optimal_QLRU
945,0.9997881191246938,Optimal_QLRU
950,0.9997570047111332,Optimal_QLRU
955,0.9997241409749962,Optimal_QLRU
960,0.9996895916189737,Optimal_QLRU
965,0.9996923076923077,Optimal_QLRU
970,0.9997664587037028,Optimal_QLRU
975,0.99969763398594,Optimal_QLRU
980,0.9996623492547149,Optimal_QLRU
985,0.999739361911624,Optimal_QLRU
990,0.9997066279171041,Optimal_QLRU
995,0.9996723393158807,Optimal_QLRU
1000,0.9997128087306146,Optimal_QLRU
0,0.5,Q-learning
5,0.9017732926819026,Q-learning
10,0.9324711865245636,Q-learning
15,0.7934219108115214,Q-learning
20,0.8437368782965764,Q-learning
25,0.8725836376602688,Q-learning
30,0.8483761021412889,Q-learning
35,0.8315603592628118,Q-learning
40,0.8883259385452167,Q-learning
45,0.8377929692217168,Q-learning
50,0.8556775966949509,Q-learning
55,0.8699229345853271,Q-learning
60,0.9462211205579492,Q-learning
65,0.97681565818645,Q-learning
70,0.9857925131895219,Q-learning
75,0.9740105920020753,Q-learning
80,0.9829429411755436,Q-learning
85,0.9814429312348403,Q-learning
90,0.9879233298536535,Q-learning
95,0.9682813110063039,Q-learning
100,0.9676764254818797,Q-learning
105,0.9767043828041905,Q-learning
110,0.9837297708091578,Q-learning
115,0.9742865438641173,Q-learning
120,0.9813730675921001,Q-learning
125,0.9924631047812411,Q-learning
130,0.9954450559355567,Q-learning
135,0.997501758302677,Q-learning
140,0.9928100290603796,Q-learning
145,0.9916703987611245,Q-learning
150,0.984842058659355,Q-learning
155,0.9891478343256125,Q-learning
160,0.9820956322455354,Q-learning
165,0.9739362757053877,Q-learning
170,0.9731064686575222,Q-learning
175,0.9646626106355456,Q-learning
180,0.9724678156034311,Q-learning
185,0.979001231299203,Q-learning
190,0.9844048590353067,Q-learning
195,0.9771639015713451,Q-learning
201,0.9692425731518691,Q-learning
206,0.9760991571005574,Q-learning
211,0.981733549302213,Q-learning
216,0.9863659735711329,Q-learning
221,0.9899902949661141,Q-learning
226,0.9888460566027596,Q-learning
231,0.98272088527684,Q-learning
236,0.9870803164905181,Q-learning
241,0.9858842688652012,Q-learning
246,0.9896798144699351,Q-learning
251,0.992692058931821,Q-learning
256,0.987467934340087,Q-learning
261,0.9865794821433473,Q-learning
266,0.9901052966413944,Q-learning
271,0.9890505993272196,Q-learning
276,0.9830019878143649,Q-learning
281,0.9821372206888244,Q-learning
286,0.9864374370339943,Q-learning
291,0.9935570393586038,Q-learning
296,0.9924683996202758,Q-learning
301,0.9973109714351569,Q-learning
306,0.9964433769363266,Q-learning
311,0.9978869121122238,Q-learning
316,0.9988970041704671,Q-learning
321,0.9999991723423268,Q-learning
326,0.9989878197592474,Q-learning
331,0.999598416342299,Q-learning
336,0.9999211160343705,Q-learning
